Input Sentence,Output Sentence
"जापानी और अंग्रेज़ी में पहले से यह रिपोर्ट की जा चुकी है कि टेलीविज़न , वेब और मोबाइल डिवाइसेस के लिए ग्लोबल ऑर्गनाइज़ेशन स्पेनिश , इटैलियन और कोरियन भाषा के प्रोग्राम्स शुरू कर रहा है .","जापानी और अंग्रेज़ी__में पहले से यह रिपोर्ट की__जा__चुकी__है कि टेलीविज़न , वेब और मोबाइल डिवाइसेस__के__लिए ग्लोबल ऑर्गनाइज़ेशन स्पेनिश , इटैलियन और कोरियन भाषा__के प्रोग्राम्स शुरू__कर__रहा__है ."
"“ सौभाग्य से मुझे कुछ नहीं हुआ , लेकिन मैंने एक भयावह दृश्य देखा , जब लोग बाहर निकलने के लिए खिड़कियों को तोड़ने का प्रयास कर रह थे ।","“ सौभाग्य__से मुझे कुछ नहीं हुआ , लेकिन मैंने एक भयावह दृश्य देखा , जब लोग बाहर निकलने__के__लिए खिड़कियों__को तोड़ने__का प्रयास कर__रह__थे ।"
"लोग कुर्सियों से शीशे पर मार रहे थे , लेकिन खिड़कियां नहीं टूटी थीं ।","लोग कुर्सियों__से शीशे__पर मार__रहे__थे , लेकिन खिड़कियां नहीं टूटी__थीं ।"
"उन शीशों से एक शीशा आखिरकार टूट गया , और उन्होंने खिड़की से बाहर निकलना शुरू कर दिया , “ जीवित बचे फ्रांसिस ज़ेक कोवल ने कहा ।","उन शीशों__से एक शीशा आखिरकार टूट__गया , और उन्होंने खिड़की__से बाहर निकलना शुरू__कर__दिया , “ जीवित बचे फ्रांसिस__ज़ेक__कोवल__ने कहा ।"
"जब भारी तत्वों को बनाने के लिए हाइड्रोजन परमाणुओं का विलय ( या फ्यूजन होता है ) होता है , तो जो उर्जा निकलती है , उसी से सितारे प्रकाश और गर्मी प्रदान करते हैं ।","जब भारी तत्वों__को बनाने__के__लिए हाइड्रोजन__परमाणुओं__का विलय ( या फ्यूजन होता__है ) होता__है , तो जो उर्जा निकलती__है , उसी__से सितारे प्रकाश और गर्मी प्रदान__करते__हैं ।"
वैज्ञानिक रिएक्टर बनाने के लिए काम कर रहे हैं जो उसी तरह से ऊर्जा बना सकता है .,वैज्ञानिक रिएक्टर बनाने__के__लिए काम कर__रहे__हैं जो उसी तरह__से ऊर्जा बना__सकता__है .
"यह , हालाँकि , सुलझाने के लिए एक बहुत ही कठिन समस्या है और इसमें कई वर्ष लग जाएँगे इससे पहले कि हम उपयोगी फ्यूजन रिएक्टर निर्माण कर सकें ।","यह , हालाँकि , सुलझाने__के__लिए एक बहुत ही कठिन समस्या है और इसमें कई वर्ष लग__जाएँगे इससे पहले कि हम उपयोगी फ्यूजन__रिएक्टर निर्माण कर__सकें ।"
सरफ़ेस टेंशन के कारण ही जल की सतह पर स्टील की सूई तैरती है .,सरफ़ेस__टेंशन__के कारण ही जल__की सतह__पर स्टील__की सूई तैरती__है .
"सतही तनाव इसलिए होता है क्योंकि पानी की सतह पर पानी के कण आपस मे एक - दूसरे से बहुत ज्यादा तेज़ी से आकर्षित होते हैं , जितना कि वे पानी के ऊपर मौजूद वायु के कणो से होते है ।","सतही तनाव इसलिए होता__है क्योंकि पानी__की सतह__पर पानी__के कण आपस__मे एक - दूसरे__से बहुत ज्यादा तेज़ी__से आकर्षित__होते__हैं , जितना कि वे पानी__के ऊपर मौजूद वायु__के कणो__से होते__है ।"
पानी के अणु पानी की सतह पर एक अदृश्य त्वचा बनाते हैं जिस कारण सुई जैसी चीजें पानी के ऊपर तैरती हैं ।,पानी__के अणु पानी__की सतह__पर एक अदृश्य त्वचा बनाते__हैं जिस__कारण सुई जैसी चीजें पानी__के ऊपर तैरती__हैं ।
आधुनिक आइस स्केट पर लगे ब्लेड दोधारी होती है और उनके बीच एक अवतल खोखला आकार होता है ।,आधुनिक आइस__स्केट__पर लगे ब्लेड दोधारी होती__है और उनके बीच एक अवतल खोखला आकार होता__है ।
इसकी दो धार झुकने पर भी बर्फ पर बेहतर पकड़ बनाए रखता है ।,इसकी दो धार झुकने__पर__भी बर्फ__पर बेहतर पकड़ बनाए__रखता__है ।
"क्योंकि ब्लेड का तल थोड़ा घुमावदार होता है , जिससे ब्लेड एक तरफ़ या दूसरी तरफ़ झुक जाती है और जो किनारे बर्फ़ के संपर्क में होती है , वह भी मुड़ जाती है .","क्योंकि ब्लेड__का तल थोड़ा घुमावदार होता__है , जिससे ब्लेड एक तरफ़ या दूसरी तरफ़ झुक__जाती__है और जो किनारे बर्फ़__के संपर्क__में होती__है , वह भी मुड़__जाती__है ."
"इस कारण स्केटर मुड़ता है . अगर स्केट्स दाईं ओर झुकती हैं , तो स्केटर दाईं ओर मुड़ता है , अगर स्केट्स बाईं ओर झुकती हैं , तो स्केटर बाईं ओर मुड़ता है .","इस कारण स्केटर मुड़ता__है . अगर स्केट्स दाईं ओर झुकती__हैं , तो स्केटर दाईं ओर मुड़ता__है , अगर स्केट्स बाईं ओर झुकती__हैं , तो स्केटर बाईं ओर मुड़ता__है ."
"उनके पिछले ऊर्जा स्तर पर वापस आने के लिए , उन्हें प्रकाश से मिली अतिरिक्त ऊर्जा से छुटकारा पाना होगा ।","उनके पिछले ऊर्जा__स्तर__पर वापस आने__के__लिए , उन्हें प्रकाश__से मिली अतिरिक्त ऊर्जा__से छुटकारा पाना__होगा ।"
वे प्रकाश के एक छोटे कण को उत्सर्जित करके ऐसा करते हैं जिसे फोटॉन कहा जाता है ” ।”,वे प्रकाश__के एक छोटे कण__को उत्सर्जित__करके ऐसा करते__हैं जिसे फोटॉन कहा__जाता__है ” ।”
"वैज्ञानिक इस प्रक्रिया को “ विकिरण का उत्तेजित उत्सर्जन ” कहते हैं , क्योंकि परमाणुओं को तेज़ प्रकाश द्वारा उत्तेजित किया जाता है , जिससे प्रकाश के फ़ोटोन का उत्सर्जन होता है और प्रकाश एक तरह का विकिरण है .","वैज्ञानिक इस प्रक्रिया__को “ विकिरण__का उत्तेजित उत्सर्जन ” कहते__हैं , क्योंकि परमाणुओं__को तेज़ प्रकाश__द्वारा उत्तेजित__किया__जाता__है , जिससे प्रकाश__के फ़ोटोन__का उत्सर्जन होता__है और प्रकाश एक तरह__का विकिरण है ."
"अगली फ़ोटो में फोटॉन निकलने वाले परमाणुओं को दिखाया गया है . बेशक , असल में फोटॉन , फ़ोटो की तुलना में बहुत छोटे होते हैं .","अगली फ़ोटो__में फोटॉन__निकलने__वाले परमाणुओं__को दिखाया__गया__है . बेशक , असल__में फोटॉन , फ़ोटो__की तुलना__में बहुत छोटे होते__हैं ."
फ़ोटॉन परमाणु बनाने वाले पदार्थ से भी छोटे होते हैं .,फ़ोटॉन परमाणु__बनाने__वाले पदार्थ__से भी छोटे होते__हैं .
सैकड़ों घंटे तक कार्य करने के बाद बल्ब का फिलामेंट जल जाता है और इसके बाद लाइट बल्ब काम नहीं करता ।,सैकड़ों घंटे__तक कार्य करने__के बाद बल्ब__का फिलामेंट जल__जाता__है और इसके बाद लाइट बल्ब काम नहीं करता ।
फिर से प्रकाश बल्ब को बदलने की ज़रूरत होती है . प्रकाश बल्ब को बदलने में सावधान रहना ज़रूरी है .,फिर से प्रकाश__बल्ब__को बदलने__की ज़रूरत होती__है . प्रकाश__बल्ब__को बदलने__में सावधान__रहना ज़रूरी है .
लाइट सही करने के लिए सबसे पहले स्विच को बंद किया जाना चाहिए या केबल को डिस्कनेक्ट करना चाहिए .,लाइट सही__करने__के__लिए सबसे पहले स्विच__को बंद__किया__जाना__चाहिए या केबल__को डिस्कनेक्ट__करना__चाहिए .
"इसका कुछ भाग जब सॉकेट के अंदर होता है अगर उस समय आप सॉकेट के अंदर या बल्ब के धातु के आधार को छूते हैं , तो बल्ब के धातु का हिस्सा आपको एक गंभीर बिजली का झटका दे सकता है , ऐसा इसलिए होता है क्योंकि सॉकेट में बिजली प्रवाहित होती है . सर्कुलेटरी सिस्टम का मुख्य अंग हृदय है जो रक्त को पंप करता है . हृदय से रक्त नलियों से बाहर जाता है जिन्हें धमनी कहा जाता है नलिकाओं से हृदय में वापस आाता है जिन्हें धमनी कहा जाता है ।","इसका कुछ भाग जब सॉकेट__के अंदर होता__है अगर उस समय आप सॉकेट__के अंदर या बल्ब__के धातु__के आधार__को छूते__हैं , तो बल्ब__के धातु__का हिस्सा आपको एक गंभीर बिजली__का झटका दे__सकता__है , ऐसा इसलिए होता__है क्योंकि सॉकेट__में बिजली प्रवाहित__होती__है . सर्कुलेटरी__सिस्टम__का मुख्य अंग हृदय है जो रक्त__को पंप करता__है . हृदय__से रक्त नलियों__से बाहर जाता__है जिन्हें धमनी कहा__जाता__है नलिकाओं__से हृदय__में वापस__आाता__है जिन्हें धमनी कहा__जाता__है ।"
सबसे पतली नलिका को केशिका कहा जाता ।,सबसे पतली नलिका__को केशिका कहा__जाता ।
"एक ट्राईसेरा टॉप्स के दांत ना केवल पत्तियों को , बल्कि बहुत सख्त शाखाएँ और जड़े कुचलने में भी सक्षम होती थीं ।","एक ट्राईसेरा__टॉप्स__के दांत ना केवल पत्तियों__को , बल्कि बहुत सख्त शाखाएँ और जड़े कुचलने__में__भी सक्षम__होती__थीं ।"
"कुछ वैज्ञानिकों का मानना है कि ट्रिकेरटॉप्स ने साइकैड्स खाए थे , जो एक प्रकार का पौधा है , जो क्रेटेशियस में आम था .","कुछ वैज्ञानिकों__का मानना है कि ट्रिकेरटॉप्स__ने साइकैड्स खाए__थे , जो एक प्रकार__का पौधा है , जो क्रेटेशियस__में आम था ."
"ये पौधे नुकीले मुकुट , काँटेदार पत्तियों के साथ एक छोटे खजूर के पेड़ की तरह दिखते हैं . ट्राईसेराटॉप्स प्रजाति के डायनासोर , पेड़ के तने खाने से पहले उनकी पत्तियों और टहनियों को अपनी शक्तिशाली चोंच से तोड़कर अलग कर सकते थे .","ये पौधे नुकीले मुकुट , काँटेदार पत्तियों__के साथ एक छोटे खजूर__के पेड़__की तरह दिखते__हैं . ट्राईसेराटॉप्स__प्रजाति__के डायनासोर , पेड़__के तने खाने__से पहले उनकी पत्तियों और टहनियों__को अपनी शक्तिशाली चोंच__से तोड़कर अलग__कर__सकते__थे ."
"दूसरे वैज्ञानिकों का तर्क है कि ये पौधे काफ़ी जहरीले होते हैं इसलिए यह संभव ही नहीं है कि कोई डाइनासोर इन्हें खाएँ . भले ही आज स्लॉथ और तोते जैसे दूसरे जानवर ( डाइनासोर के वंशज ) जहरीले पत्ते या फल खा सकते हैं . आयो का गुरुत्वाकर्षण मुझे कैसे खींचेगा ? यदि आप आयो की सतह पर खड़े होंगे , तो आपका वजन पृथ्वी वाले वजन से कम होगा ।","दूसरे वैज्ञानिकों__का तर्क है कि ये पौधे काफ़ी जहरीले होते__हैं इसलिए यह संभव ही नहीं है कि कोई डाइनासोर इन्हें खाएँ . भले ही आज स्लॉथ और तोते जैसे दूसरे जानवर ( डाइनासोर__के वंशज ) जहरीले पत्ते या फल खा__सकते__हैं . आयो__का गुरुत्वाकर्षण मुझे कैसे खींचेगा ? यदि आप आयो__की सतह__पर खड़े__होंगे , तो आपका वजन पृथ्वी__वाले वजन__से कम होगा ।"
"ऐसा व्यक्ति जिसका वज़न धरती पर 200 पौंड ( 90 किलोग्राम ) हो , IO पर उसका वज़न लगभग 36 पौंड ( 16 किलोग्राम ) होगा . इसलिए गुरुत्वाकर्षण बेशक आप पर कम आकर्षण दिखाता है . सूर्य के पास पृथ्वी जैसी सतह नहीं है जिस पर आप खड़े हो सकें . पूरा सूर्य गैस , अग्नि और प्लाज़्मा से बना है . सूर्य के केंद्र से दूर जाते - जाते गैस पतली होती जाती है ।","ऐसा व्यक्ति जिसका वज़न धरती__पर 200 पौंड ( 90 किलोग्राम ) हो , IO__पर उसका वज़न लगभग 36 पौंड ( 16 किलोग्राम ) होगा . इसलिए गुरुत्वाकर्षण बेशक आप__पर कम आकर्षण दिखाता__है . सूर्य__के पास पृथ्वी__जैसी सतह नहीं है जिस__पर आप खड़े__हो__सकें . पूरा सूर्य गैस , अग्नि और प्लाज़्मा__से बना__है . सूर्य__के केंद्र__से दूर जाते - जाते गैस पतली__होती__जाती__है ।"
"सूरज को देखते समय जो बाहरी भाग दिखाई देता है , उसे फ़ोटोस्फ़ीयर ( पैनोरामा ) कहते हैं . इसका मतलब है , “ बॉल ऑफ लाइट ” .","सूरज__को देखते समय जो बाहरी भाग दिखाई__देता__है , उसे फ़ोटोस्फ़ीयर__( पैनोरामा__) कहते__हैं . इसका मतलब है , “ बॉल__ऑफ लाइट ” ."
"करीब 3000 साल बाद , 1610 में इटली के खगोलविद गैलिलियो गैलीलेई ने एक दूरबीन का इस्तेमाल करते हुए यह देखा कि शुक्र के चरण हैं , ठीक वैसे ही जैसे चंद्रमा के हैं ।","करीब 3000 साल बाद , 1610__में इटली__के खगोलविद गैलिलियो__गैलीलेई__ने एक दूरबीन__का इस्तेमाल करते__हुए यह देखा कि शुक्र__के चरण हैं , ठीक वैसे ही जैसे चंद्रमा__के हैं ।"
सूर्य के सामने वाले शुक्र ( या चंद्रमा ) के चमकदार हिस्से के कारण ही कलाएँ घटती - बढ़ती हैं . शुक्र कलाएँ कोपरनिकस के इस सिद्धांत का समर्थन करती हैं कि ग्रह सूर्य की परिक्रमा करते हैं .,सूर्य__के सामने वाले शुक्र ( या चंद्रमा ) के चमकदार हिस्से__के कारण ही कलाएँ घटती - बढ़ती__हैं . शुक्र__कलाएँ कोपरनिकस__के इस सिद्धांत__का समर्थन करती__हैं कि ग्रह सूर्य__की परिक्रमा करते__हैं .
"फिर , कुछ साल बाद 1639 में , जेरेमिया हॉरोक्स नाम के एक अंग्रेज़ी खगोलशास्त्री ने शुक्र के गोचर का अवलोकन किया . डेनलॉ को वापिस जीतने के बाद इंग्लैंड में लम्बे समय तक शान्ति रही थी ।","फिर , कुछ साल बाद 1639__में , जेरेमिया__हॉरोक्स नाम__के एक अंग्रेज़ी खगोलशास्त्री__ने शुक्र__के गोचर__का अवलोकन किया . डेनलॉ__को वापिस जीतने__के बाद इंग्लैंड__में लम्बे समय__तक शान्ति रही__थी ।"
"हालाँकि , 991 में एथेलरेड का सामना वाइकिंग बेड़े से हुआ जो पहले गुथ्रुम की शताब्दी के समय से भी बहुत बड़ा था ।","हालाँकि , 991__में एथेलरेड__का सामना वाइकिंग बेड़े__से हुआ जो पहले गुथ्रुम__की शताब्दी__के समय__से भी बहुत बड़ा था ।"
नॉर्वेवासी ओलाफ़ ट्रीगवासन ने अपने देश को डेनिश वर्चस्व से वापस हासिल करने की महत्वकांक्षा के साथ इस बेड़े का नेतृत्व किया .,नॉर्वेवासी__ओलाफ़ ट्रीगवासन__ने अपने देश__को डेनिश वर्चस्व__से वापस__हासिल__करने__की महत्वकांक्षा__के साथ इस बेड़े__का नेतृत्व किया .
"शुरुआती सैन्य असफलताओं के बाद , एथलरेड ने ओलाफ़ की शर्तें मान लीं . दरअसल , ओलाफ़ अपने साम्राज्य को दोबारा पाने के लिए नॉर्वे से लौटा था . वह अपनी इस कोशिश में काफ़ी हद तक सफल रहा .","शुरुआती सैन्य असफलताओं__के बाद , एथलरेड__ने ओलाफ़__की शर्तें मान__लीं . दरअसल , ओलाफ़ अपने साम्राज्य__को दोबारा पाने__के__लिए नॉर्वे__से लौटा__था . वह अपनी इस कोशिश__में काफ़ी हद__तक सफल रहा ."
सिर्फ़ हैंगुल ही जानबूझ कर बनाया गया ऐसा वर्ण है जो आम बोली का हिस्सा है . इसे 1444 में राजा सेजौंग ( 1418 - 1450 ) के काल में बनाया गया था .,सिर्फ़ हैंगुल ही जानबूझ कर बनाया__गया ऐसा वर्ण है जो आम बोली__का हिस्सा है . इसे 1444__में राजा__सेजौंग ( 1418__- 1450 ) के काल__में बनाया__गया__था .
किंग सेजोंग जोसन राजवंश के चौथे राजा थे और सबसे सम्माननीय माने जाते हैं .,किंग सेजोंग जोसन__राजवंश__के चौथे राजा थे और सबसे सम्माननीय माने__जाते__हैं .
"उन्होंने हैंगेउल अक्षर का मूल नाम जीयोंगियम रखा , जिसका अर्थ है “ लोगों के निर्देश के लिए सही आवाज़ ” ।","उन्होंने हैंगेउल__अक्षर__का मूल नाम जीयोंगियम__रखा , जिसका अर्थ है “ लोगों__के निर्देश__के__लिए सही आवाज़ ” ।"
संस्कृत के अस्तित्व में आने के बारे में कई सिद्धांत हैं . उनमें से एक आर्यों के पश्चिम से भारत आने का सिद्धांत है कि वह अपने साथ अपनी भाषा लेकर आए थे .,संस्कृत__के अस्तित्व__में आने__के__बारे__में कई सिद्धांत हैं . उनमें__से एक आर्यों__के पश्चिम__से भारत आने__का सिद्धांत है कि वह अपने साथ अपनी भाषा लेकर आए__थे .
संस्कृत एक प्राचीन भाषा है . यह यूरोप में बोली जाने वाली लैटिन भाषा के समान है . दुनिया की सबसे पहली ज्ञात पुस्तक संस्कृत में लिखी गई थी ।,संस्कृत एक प्राचीन भाषा है . यह यूरोप__में बोली__जाने वाली लैटिन भाषा__के समान है . दुनिया__की सबसे पहली ज्ञात पुस्तक संस्कृत__में लिखी__गई__थी ।
"उपनिषदों के संकलन के बाद , संस्कृत केवल पदानुक्रम के कारण फीका पड़ गयी ।","उपनिषदों__के संकलन__के बाद , संस्कृत केवल पदानुक्रम__के__कारण फीका पड़__गयी ।"
"संस्कृत एक बहुत ही जटिल और समृद्ध भाषा है , जिसने कई आधुनिक भारतीय भाषाओं के लिए स्रोत होने का काम किया है , जैसे लैटिन फ्रेंच और स्पेनिश जैसी यूरोपीय भाषाओं के लिए स्रोत है ।","संस्कृत एक बहुत ही जटिल और समृद्ध भाषा है , जिसने कई आधुनिक भारतीय भाषाओं__के__लिए स्रोत होने__का काम किया__है , जैसे लैटिन फ्रेंच और स्पेनिश जैसी यूरोपीय भाषाओं__के__लिए स्रोत है ।"
"फ़्रांस की लड़ाई के साथ - साथ जर्मनी ने ब्रिटेन के द्वीप पर आक्रमण करने के लिए तैयार होना शुरू कर दिया था . जर्मनी ने इस हमले को “ ऑपरेशन सीलियन ” नाम दिया . डनक्रिक से निकाले जाने पर ब्रिटिश सेना के अधिकांश भारी हथियार और सामान खो गए थे , इसलिए सेना काफी कमज़ोर थी .","फ़्रांस__की लड़ाई__के साथ - साथ जर्मनी__ने ब्रिटेन__के द्वीप__पर आक्रमण करने__के__लिए तैयार__होना शुरू__कर__दिया__था . जर्मनी__ने इस हमले__को “ ऑपरेशन__सीलियन ” नाम दिया . डनक्रिक__से निकाले__जाने पर ब्रिटिश सेना__के अधिकांश भारी हथियार और सामान खो__गए__थे , इसलिए सेना काफी कमज़ोर थी ."
लेकिन रॉयल नेवी अभी भी जर्मन नेवी ( “ क्रिग्समरीन ” ) की तुलना में ज़्यादा मज़बूत थी और अंग्रेज़ी चैनल में भेजी गई किसी भी आक्रमण करने वाली नौसेना को नष्ट कर सकती थी .,लेकिन रॉयल__नेवी अभी भी जर्मन नेवी ( “ क्रिग्समरीन__” ) की तुलना__में ज़्यादा मज़बूत थी और अंग्रेज़ी चैनल__में भेजी__गई किसी भी आक्रमण करने__वाली नौसेना__को नष्ट__कर__सकती__थी .
"हालाँकि , बहुत कम रॉयल नेवी शिप भागने के मुमकिन रूट के करीब थे क्योंकि एडमिरल को डर था कि वे जर्मनी हवाई हमले में डुबो दिए जाएँगे .","हालाँकि , बहुत कम रॉयल नेवी शिप भागने__के मुमकिन रूट__के करीब थे क्योंकि एडमिरल__को डर था कि वे जर्मनी हवाई हमले__में डुबो दिए जाएँगे ."
चलिए इटली की योजनाओं के बारे में बताते हैं . इटली मुख्य रूप से जर्मनी और जापान का छोटा भाई था .,चलिए इटली__की योजनाओं__के__बारे__में बताते__हैं . इटली मुख्य रूप__से जर्मनी और जापान__का छोटा भाई था .
"उसके पास एक कमज़ोर सेना और एक कमज़ोर नौसेना थी , हालाँकि उसने युद्ध की शुरुआत से ठीक पहले चार नए जहाज़ों का निर्माण किया था . इटली का मुख्य लक्ष्य अफ्रीकी देश थे . उन देशों पर कब्जा करने के लिए , उन्हें सेना की एक ऐसी टुकड़ी की जरूरत थी , जो कि भूमध्य सागर को पार करे और अफ्रीका पर हमला कर दे . इसके लिए , उन्हें मिस्र में ब्रिटिश ठिकानों और जहाज़ों से छुटकारा पाना था . उन कामों के अलावा , इटली के युद्ध के जहाज़ों को और कुछ नहीं करना था .","उसके पास एक कमज़ोर सेना और एक कमज़ोर नौसेना थी , हालाँकि उसने युद्ध__की शुरुआत__से ठीक पहले चार नए जहाज़ों__का निर्माण किया__था . इटली__का मुख्य लक्ष्य अफ्रीकी देश थे . उन देशों__पर कब्जा करने__के__लिए , उन्हें सेना__की एक ऐसी टुकड़ी__की जरूरत थी , जो कि भूमध्य__सागर__को पार__करे और अफ्रीका__पर हमला कर__दे . इसके__लिए , उन्हें मिस्र__में ब्रिटिश ठिकानों और जहाज़ों__से छुटकारा पाना__था . उन कामों__के__अलावा , इटली__के युद्ध__के जहाज़ों__को और कुछ नहीं करना__था ."
अब जापान के लिए . ब्रिटेन की तरह ही जापान एक द्वीपीय देश था .,अब जापान__के__लिए . ब्रिटेन__की तरह ही जापान एक द्वीपीय देश था .
पनडुब्बी पानी के भीतर यात्रा करने के लिए डिज़ाइन किए गए जहाज़ हैं और लंबे समय तक वहाँ रहते हैं .,पनडुब्बी पानी__के__भीतर यात्रा करने__के__लिए डिज़ाइन__किए__गए जहाज़ हैं और लंबे समय__तक वहाँ रहते__हैं .
"पहले और दूसरे विश्वयुद्ध में पनडुब्बियों का इस्तेमाल किया गया था . लेकिन तब उनकी रफ़्तार काफ़ी धीमी और शूटिंग रेंज भी बहुत काफ़ी सीमित हुआ करती थी . युद्ध की शुरुआत में वे ज़्यादातर समुद्र के ऊपर यात्रा करते थे , लेकिन जैसे - जैसे रडार विकसित होने लगे और ज़्यादा सटीक होते गए , पनडुब्बियों को दिखने से बचने के लिए पानी के नीचे जाने के लिए मज़बूर होना पड़ा . जर्मनी के लोग पनडुब्बियों को ' यू - बोट ' कहते थे . वे अपनी पनडुब्बियों को ऑपरेट करने और उन्हें नेविगेट करने में माहिर थे . पनडुब्बियों के साथ उनकी सफलता के कारण , ऐसा माना जाता है कि युद्ध के बाद जर्मन के पास उनकी अधिक संख्या नहीं होगी ।","पहले और दूसरे विश्वयुद्ध__में पनडुब्बियों__का इस्तेमाल किया__गया__था . लेकिन तब उनकी रफ़्तार काफ़ी धीमी और शूटिंग__रेंज भी बहुत काफ़ी सीमित__हुआ__करती__थी . युद्ध__की शुरुआत__में वे ज़्यादातर समुद्र__के ऊपर यात्रा करते__थे , लेकिन जैसे - जैसे रडार विकसित__होने__लगे और ज़्यादा सटीक होते__गए , पनडुब्बियों__को दिखने__से बचने__के__लिए पानी__के नीचे जाने__के__लिए मज़बूर होना पड़ा . जर्मनी__के लोग पनडुब्बियों__को ' यू__- बोट ' कहते__थे . वे अपनी पनडुब्बियों__को ऑपरेट करने और उन्हें नेविगेट__करने__में माहिर थे . पनडुब्बियों__के साथ उनकी सफलता__के कारण , ऐसा माना__जाता__है कि युद्ध__के बाद जर्मन__के पास उनकी अधिक संख्या नहीं होगी ।"
"हाँ ! राजा तूतनखामन जिसे कभी - कभी “ राजा तूत ” या “ द ब्वॉय किंग ” कहा जाता है , आधुनिक मिस्र के सबसे प्राचीन प्रसिद्ध राजाओं में से एक है .","हाँ ! राजा__तूतनखामन जिसे कभी - कभी “ राजा__तूत ” या “ द__ब्वॉय__किंग ” कहा__जाता__है , आधुनिक मिस्र__के सबसे प्राचीन प्रसिद्ध राजाओं__में__से एक है ."
"यह दिलचस्प बात है कि , उन्हें प्राचीन काल में बहुत महत्वपूर्ण नहीं माना जाता था और प्राचीन राजाओं की सूची में भी उनका नाम दर्ज नहीं है |","यह दिलचस्प बात है कि , उन्हें प्राचीन काल__में बहुत महत्वपूर्ण नहीं माना__जाता__था और प्राचीन राजाओं__की सूची__में भी उनका नाम दर्ज नहीं है |"
"हालाँकि , 1922 में उनकी कब्र की खोज ने उन्हें एक चर्चित व्यक्ति बना दिया ।","हालाँकि , 1922__में उनकी कब्र__की खोज__ने उन्हें एक चर्चित व्यक्ति बना__दिया ।"
"जबकि पुराने कई मकबरों को लूट लिया गया , इस मकबरे को बिना किसी छेड़छाड़ के छोड़ दिया ।","जबकि पुराने कई मकबरों__को लूट लिया__गया , इस मकबरे__को बिना किसी छेड़छाड़__के छोड़__दिया ।"
"तूतनखामेन के साथ दफ़नाए गए ज़्यादातर सामानों को अच्छी तरह से संरक्षित रखा गया है , जिसमें मूल्यवान धातुओं और दुर्लभ रत्नों से बने हज़ारों शिल्पकृतियाँ शामिल हैं . तीली वाले पहियों के आविष्कार ने सैनिकों और अन्य रथों को आगे बढ़ाने के लिए असीरी रथों को हल्का , तेज और बेहतर तरीके से तैयार बना दिया ।","तूतनखामेन__के साथ दफ़नाए__गए ज़्यादातर सामानों__को अच्छी तरह__से संरक्षित__रखा__गया__है , जिसमें मूल्यवान धातुओं और दुर्लभ रत्नों__से बने हज़ारों शिल्पकृतियाँ शामिल हैं . तीली__वाले पहियों__के आविष्कार__ने सैनिकों और अन्य रथों__को आगे बढ़ाने__के__लिए असीरी रथों__को हल्का , तेज और बेहतर तरीके__से तैयार__बना__दिया ।"
"उनके घातक क्रॉसबो के तीर प्रतिद्वंद्वी सैनिकों के कवच को छेद सकते थे . लगभग 1000 ई.पू. , अश्शूरियों ने पहली घुड़सवार सेना की शुरुआत की थी . घुड़सवार सेना , एक ऐसी सेना है जो घोड़े पर बैठकर लड़ती है . काठी का आविष्कार नहीं हुआ था , इसलिए असीरियन घुड़सवार अपने घोड़ों की नंगी पीठ पर बैठकर लड़े .","उनके घातक क्रॉसबो__के तीर प्रतिद्वंद्वी सैनिकों__के कवच__को छेद__सकते__थे . लगभग 1000 ई.पू. , अश्शूरियों__ने पहली घुड़सवार सेना__की शुरुआत की__थी . घुड़सवार__सेना , एक ऐसी सेना है जो घोड़े__पर बैठकर लड़ती__है . काठी__का आविष्कार नहीं हुआ__था , इसलिए असीरियन__घुड़सवार अपने घोड़ों__की नंगी पीठ__पर बैठकर लड़े ."
